player_id,name,position,team,age,height,bats,throws,experience,games,at_bats,plate_appearances,singles,doubles,triples,homeruns,runs_batted_in,sac_fly,sac_hits,strikeouts,walks,ground_dbl_play,hit_by_pitch,int_walks,pitches_seen_ab,wpa,war,contact,gap,power,eye,avoid_k,infield_range,infield_error,infield_arm,turn_dp,outfield_range,outfield_error,outfield_arm,catcher_ability,catcher_arm,P,C,1B,2B,3B,SS,LF,CF,RF,speed,steal,run,sacBunt,bunthit,int_neutral,int_high,we_neutral,we_high,greed_neutral,greed_high,loyalty_neutral,loyalty_high,leader_neutral,leader_high,avg,obp,slg,ops,iso,babip
1672,Rodolfo Alarcon,DH,NSH,24,190,L,R,9,142,498,554,57,38,2,25,71,3,0,120,49,9,4,1,4.19,2.032,1.7385,12,16,12,11,12,1,2,11,2,6,14,17,1,1,0,0,0,0,0,0,0,0,8,16,19,14,3,1,1,0,1,0,1,0,1,0,1,0,0.245,0.316,0.480,0.796,0.235,0.272
1825,Sacha Crielaard,CF,LAA,26,195,R,R,11,154,584,619,91,36,6,20,64,3,1,91,13,14,18,1,3.20,-0.4079,1.9122,11,13,12,4,17,7,5,5,5,17,17,16,1,1,0,0,0,0,0,0,17,17,0,19,17,8,5,3,1,0,0,1,0,0,1,0,0,0,0.262,0.298,0.447,0.745,0.185,0.279
24816,Kieron Bobberson,SS,MIA,24,183,R,R,8,158,539,600,67,16,0,7,39,1,1,183,57,16,2,6,4.33,-4.3859,-2.0512,9,9,7,12,10,16,17,14,18,8,9,12,1,1,0,0,0,14,1,16,0,0,0,18,19,18,6,1,0,0,0,1,0,0,0,1,1,0,0.167,0.249,0.236,0.484,0.069,0.237
40465,Josh Pigott,RF,LVS,26,186,L,L,8,104,376,422,40,24,1,27,60,4,0,82,35,10,7,1,3.92,1.5997,1.2833,15,16,15,9,16,11,13,11,1,5,11,17,1,1,0,0,0,0,0,0,0,0,7,6,11,6,4,1,1,0,0,1,1,0,1,0,1,0,0.245,0.318,0.529,0.847,0.285,0.240
36438,Dan Marion,SS,TOR,23,187,L,R,6,97,344,416,44,14,0,19,53,3,1,86,61,11,7,1,5.28,1.1747,2.0148,9,13,11,18,10,16,14,15,11,5,11,13,1,1,0,0,0,15,12,13,0,0,0,6,7,3,4,5,1,0,0,0,1,0,1,0,1,0,0.224,0.349,0.430,0.780,0.206,0.240
35503,Ezequiel Medina,LF,SF,28,179,L,L,10,142,357,424,36,10,0,22,52,1,0,127,58,9,8,0,5.04,0.5623,0.2016,11,12,16,14,10,1,2,5,1,8,13,12,1,1,0,0,0,0,0,0,9,0,0,1,12,13,6,1,1,0,0,1,0,0,1,0,1,0,0.190,0.316,0.403,0.719,0.213,0.220
36351,Jon Patton,3B,MIL,23,181,R,R,6,45,115,125,11,3,0,5,17,1,1,35,8,7,0,1,4.07,-0.7599,-0.4249,11,12,12,9,11,14,13,18,9,2,8,14,1,1,0,0,11,4,15,0,0,0,0,9,8,4,1,1,0,1,1,0,1,0,1,0,1,0,0.165,0.218,0.322,0.539,0.157,0.184
19680,Jim Mauritz,3B,CIN,28,182,S,R,11,159,624,684,86,38,1,38,74,3,1,148,45,10,10,1,3.94,0.7954,4.3039,13,13,14,9,14,9,13,20,8,1,6,17,1,1,0,0,0,0,14,0,0,0,0,5,4,3,5,1,1,0,1,0,1,0,0,0,1,0,0.261,0.320,0.508,0.828,0.247,0.283
41979,Eric Stevens,3B,NYY,32,190,S,R,14,157,604,688,113,33,2,25,89,8,4,145,69,24,3,0,4.48,2.2597,5.3657,11,11,11,12,12,14,20,20,11,1,11,11,1,1,0,0,15,0,19,13,0,0,0,9,18,20,5,1,0,1,1,0,1,0,0,1,0,1,0.286,0.358,0.472,0.830,0.185,0.335
2145,Joe Garman,1B,CIN,33,198,R,R,13,149,528,611,52,27,1,33,79,5,0,137,74,15,4,0,4.59,0.2972,0.1633,9,15,17,14,13,2,2,4,2,5,7,7,1,1,0,0,4,0,0,0,0,0,0,1,12,18,10,3,0,1,1,0,1,0,1,0,1,0,0.214,0.313,0.456,0.769,0.242,0.220
19401,Alpha Etta,SS,DET,29,184,R,R,11,27,86,94,12,5,0,0,3,0,0,5,8,5,0,0,3.70,-0.3078,-0.0439,10,10,2,7,17,17,20,15,20,9,7,13,1,1,0,0,0,20,0,19,0,0,0,5,15,17,12,6,1,0,1,0,0,1,1,0,1,0,0.198,0.266,0.256,0.522,0.058,0.210
35565,Zion Freemont,C,ARI,29,182,L,R,10,88,290,311,37,12,0,8,24,1,0,87,18,17,2,1,4.04,-3.2737,-0.3509,11,15,11,10,13,1,4,9,2,1,5,9,11,14,0,13,0,0,0,0,0,0,0,1,2,5,6,1,1,0,1,0,0,1,0,0,0,0,0.197,0.248,0.321,0.568,0.124,0.250
36599,Ismael Albarado,2B,LAD,32,187,R,R,16,126,525,569,102,43,5,1,41,5,4,72,32,15,3,0,3.47,0.5721,1.4493,14,16,1,8,18,13,14,10,12,1,7,2,1,1,0,0,12,14,0,10,0,0,0,18,18,5,10,8,1,0,0,1,1,0,1,0,1,0,0.288,0.329,0.394,0.723,0.107,0.328
40652,Bobby Szumski,C,CAR,24,194,L,R,6,115,402,458,65,38,2,12,71,6,0,71,46,15,4,2,4.28,3.0147,3.8949,12,13,9,11,13,3,6,3,2,7,4,3,19,8,0,14,0,0,0,0,0,0,0,1,1,1,6,4,1,0,0,1,1,0,1,0,1,0,0.291,0.365,0.485,0.850,0.194,0.323
26139,Jean-Claude Legrand,1B,CLE,23,192,L,R,6,161,642,691,97,33,2,48,121,4,0,198,36,4,9,4,3.92,2.6127,5.26,15,15,14,10,11,12,12,14,14,8,10,10,1,1,0,0,19,13,4,0,0,0,0,19,19,20,7,9,0,1,1,0,0,0,1,0,1,0,0.280,0.326,0.562,0.888,0.282,0.330
39299,J.J. Kross,LF,MIA,28,185,L,R,10,128,209,248,20,7,1,11,26,1,1,54,35,8,2,0,5.24,-1.0343,0.9622,10,14,14,17,13,10,8,7,8,14,13,14,1,1,0,0,1,0,0,0,16,0,0,11,16,8,4,8,1,0,0,1,1,0,1,0,0,1,0.187,0.308,0.388,0.695,0.201,0.193
20241,Aidan Broderick,LF,WAS,30,188,S,R,11,161,593,708,78,16,7,58,146,3,0,235,94,8,18,3,4.96,4.7658,6.9756,13,13,18,14,8,1,2,3,1,12,16,18,1,1,0,0,0,0,0,0,16,4,15,17,20,20,6,1,0,1,1,0,1,0,0,1,0,1,0.268,0.383,0.612,0.995,0.344,0.333
23522,Mike Lanoix,2B,CAR,27,184,L,R,9,146,506,553,93,32,11,1,42,1,5,68,30,10,11,0,3.74,-0.6542,2.3949,12,13,3,8,16,13,16,11,19,3,8,6,1,1,0,0,0,17,12,11,0,0,0,17,20,20,17,15,1,0,0,1,0,0,1,0,1,0,0.271,0.325,0.383,0.708,0.113,0.311
29352,Ernesto Argomaniz,SS,CAR,25,184,R,R,4,160,578,623,92,31,3,5,65,5,0,114,38,15,2,5,3.76,-3.4464,-0.6995,14,13,6,9,16,16,17,13,18,10,19,11,1,1,0,0,0,18,11,16,0,0,0,13,16,18,4,4,1,0,1,0,1,0,1,0,1,0,0.227,0.274,0.317,0.591,0.090,0.272
32565,Alfredo Arellano,DH,OAK,24,187,R,R,8,114,415,479,44,14,0,33,76,7,0,141,55,11,2,1,4.56,0.4788,1.1177,12,10,18,11,11,3,5,6,4,1,4,3,1,1,0,0,6,0,0,0,0,0,0,1,16,20,20,2,1,0,1,0,1,0,1,0,1,0,0.219,0.309,0.492,0.801,0.272,0.234
40668,Mike Schwindt,RF,SEA,26,183,L,L,8,129,496,530,90,30,4,21,81,6,0,77,25,9,3,0,3.64,2.7408,2.5546,14,15,11,7,16,12,11,11,1,12,17,18,1,1,0,0,4,0,0,0,16,4,15,18,17,12,3,8,1,0,1,0,0,0,0,1,1,0,0.292,0.326,0.496,0.822,0.204,0.307
40963,Jorge Rojas,SS,BOS,26,189,S,R,8,28,96,105,8,4,1,0,4,0,0,26,6,3,3,0,3.91,-0.7927,-0.5872,9,12,3,9,12,16,20,20,20,1,11,15,1,1,0,0,0,0,0,18,0,0,0,9,12,17,5,1,1,0,1,0,1,0,1,0,1,0,0.135,0.210,0.198,0.407,0.063,0.186
35164,Jeff Thomas,CF,SEA,30,185,L,R,12,160,570,615,107,7,5,27,72,3,1,123,38,9,3,1,3.72,-0.4247,2.4116,13,9,13,8,13,10,12,8,11,19,15,18,1,1,0,0,0,0,0,0,15,18,0,16,13,12,6,1,0,1,0,1,1,0,1,0,1,0,0.256,0.305,0.428,0.733,0.172,0.281
42762,Juan Cuevas,C,MIL,27,184,L,R,11,75,235,263,23,14,0,8,27,0,1,78,24,7,3,0,4.48,-1.0579,0.3544,9,12,9,13,10,5,9,7,2,3,2,6,14,13,0,15,0,0,0,0,0,0,0,2,5,1,6,1,0,0,0,0,1,0,1,0,1,0,0.191,0.275,0.353,0.628,0.162,0.248
23552,Jelfry Marte,SS,PIT,33,181,S,R,25,120,435,474,72,15,2,3,27,0,4,148,31,7,4,0,4.16,-3.0255,-1.0389,10,10,6,10,11,16,19,19,19,1,1,1,1,1,0,0,0,0,6,18,0,0,0,16,20,20,14,8,1,0,0,1,1,0,0,1,1,0,0.211,0.270,0.276,0.546,0.064,0.313
35292,J.J. Shelby,3B,BAL,29,189,R,R,11,116,420,497,44,18,2,35,78,2,0,158,58,3,17,2,4.76,2.4986,4.1481,12,15,17,12,10,9,13,20,9,5,8,17,1,1,0,0,0,0,14,0,0,0,0,10,10,16,5,1,1,0,1,0,0,1,1,0,0,0,0.236,0.350,0.538,0.888,0.302,0.279
42425,Nate Watson,2B,VAN,21,186,S,R,4,20,84,88,14,2,0,4,8,0,0,21,4,0,0,0,3.69,0.0849,0.3479,13,15,11,11,14,15,13,10,16,13,8,8,1,1,0,0,0,16,0,9,0,0,0,10,6,1,5,6,1,0,0,1,1,0,1,0,0,1,0.238,0.273,0.405,0.677,0.167,0.271
22708,T.J. Foresman,3B,NSH,26,181,R,R,9,148,521,608,61,29,1,25,80,5,0,192,77,10,5,2,5.02,0.6066,2.2735,12,17,14,15,9,7,11,18,11,1,7,12,1,1,0,0,10,0,12,0,0,0,0,12,4,1,6,1,1,0,1,0,0,1,0,0,0,0,0.223,0.326,0.426,0.752,0.203,0.294
36465,Tommy Bell,1B,TOR,28,183,R,R,10,31,115,131,19,2,1,1,7,1,0,38,12,2,3,0,4.62,-0.3717,-0.6245,12,13,15,11,10,7,9,17,6,2,11,14,1,1,0,0,12,0,9,0,0,0,0,7,18,15,8,1,1,0,0,0,0,1,1,0,0,0,0.200,0.290,0.261,0.551,0.061,0.286
38215,Sean Reinagel,LF,TOR,24,180,L,L,7,61,206,221,36,9,0,8,27,1,0,51,14,7,0,0,3.92,-0.5863,-0.0024,12,13,7,12,12,2,4,8,1,7,17,12,1,1,0,0,0,0,0,0,7,0,1,2,12,7,4,4,0,0,0,0,1,0,1,0,1,0,0.257,0.303,0.417,0.721,0.160,0.304
38332,Ken Sytsma,SS,OAK,22,189,R,R,5,12,42,45,5,4,0,0,3,0,0,8,3,3,0,0,3.83,0.027,0.0406,13,15,8,9,14,17,19,15,15,5,14,13,1,1,0,0,0,6,0,15,0,0,0,15,19,18,1,1,1,0,0,0,0,1,0,0,0,0,0.214,0.267,0.310,0.576,0.095,0.265
39855,Ukyou Sloley,2B,MIN,27,190,R,R,8,86,301,315,38,12,0,23,52,1,0,78,12,6,1,1,3.83,0.1207,0.6276,10,12,12,8,13,13,17,10,14,9,13,6,1,1,0,0,0,15,2,0,0,0,0,5,11,5,6,1,1,0,1,0,1,0,1,0,1,0,0.243,0.273,0.512,0.785,0.269,0.249
41993,Gerrie de Zeeuw,C,MTL,23,185,R,R,8,66,232,256,32,17,0,6,25,0,1,53,22,9,1,1,4.22,-1.2005,1.0227,13,17,9,9,16,1,5,5,2,1,5,2,18,9,0,15,0,0,0,0,0,0,0,1,1,4,8,1,1,0,1,0,1,0,1,0,1,0,0.237,0.306,0.388,0.694,0.151,0.283
42672,Jorge Mendoza,2B,SEA,29,190,S,R,13,116,402,446,91,23,5,5,47,1,1,43,38,7,4,0,4.24,0.4196,2.4798,14,14,3,11,17,8,16,13,14,1,11,4,1,1,0,0,2,11,0,0,0,0,0,15,20,15,4,1,0,0,0,0,1,0,1,0,1,0,0.308,0.373,0.428,0.801,0.119,0.335
30688,A.J. Morgan,1B,LAD,24,184,L,L,4,161,607,654,70,31,0,29,80,3,0,235,38,6,6,1,4.07,-0.9947,0.3752,13,18,14,9,10,15,17,6,1,12,12,11,1,1,0,0,17,0,0,0,3,6,3,15,20,13,19,12,0,1,0,0,1,0,0,0,0,0,0.214,0.266,0.409,0.675,0.194,0.292
38387,Amare Armwood,C,NSH,27,191,L,R,9,128,441,508,62,27,0,8,40,0,2,132,58,20,7,0,4.68,-1.964,1.3977,10,16,7,14,11,2,2,5,1,1,7,6,15,11,0,14,0,0,0,0,0,0,0,4,4,2,6,4,0,0,1,0,0,1,1,0,0,0,0.220,0.320,0.336,0.656,0.116,0.296
40647,Luis Balderas,SS,HOU,33,186,R,R,17,145,492,534,82,27,0,8,45,3,1,115,32,16,6,0,3.78,-0.9493,0.602,10,13,8,9,14,14,17,20,19,1,12,15,1,2,0,0,0,13,11,14,0,0,0,14,7,1,5,5,1,0,0,1,0,0,1,0,1,0,0.238,0.291,0.341,0.632,0.104,0.293
32922,David Dahl,LF,NYY,40,188,L,R,18,114,423,469,77,23,1,25,85,2,1,94,42,11,1,2,4.24,2.4694,3.864,13,13,14,11,10,1,0,0,0,13,14,18,1,0,0,0,0,0,0,0,17,9,0,10,18,19,10,4,0,1,1,0,1,0,0,1,1,0,0.298,0.361,0.534,0.895,0.236,0.330
37527,Josh Oglesbee,CF,PHI,24,189,L,L,6,25,44,47,2,3,0,3,8,0,0,15,2,1,1,1,3.43,0.7697,-0.0476,12,14,12,10,12,16,11,4,1,17,15,13,1,1,0,0,0,0,0,0,20,16,0,20,19,19,5,2,1,0,1,0,0,0,0,1,0,1,0.182,0.234,0.455,0.689,0.273,0.192
40056,Steve Hale,LF,OAK,27,197,L,L,9,157,524,631,82,30,1,33,77,3,1,92,95,10,8,2,5.45,3.9265,5.1062,14,10,14,20,15,1,1,4,1,8,18,11,1,1,0,0,0,0,0,0,10,0,6,8,5,2,8,2,0,1,1,0,1,0,1,0,0,0,0.279,0.395,0.529,0.924,0.250,0.281
20802,Kevin Royes,RF,STL,26,187,R,R,9,160,611,692,94,41,2,20,64,7,0,148,62,13,12,2,4.28,0.0921,2.2696,15,17,14,10,13,1,3,18,2,12,16,20,1,1,0,0,0,0,0,0,0,5,16,13,18,12,6,1,0,1,0,1,1,0,0,1,1,0,0.257,0.334,0.429,0.763,0.172,0.304
22957,Dave Blomenkamp,1B,MIL,27,199,L,L,9,159,562,665,69,21,2,42,96,5,0,179,74,12,24,3,4.70,1.2076,3.8683,11,14,18,12,10,6,7,11,2,3,9,9,1,1,0,0,13,0,0,0,0,0,0,11,10,4,5,1,1,0,1,0,0,1,1,0,0,0,0.238,0.349,0.507,0.856,0.269,0.266
43496,Juan Corona,2B,MIA,28,192,R,R,12,152,569,645,86,9,1,38,80,7,0,133,62,13,7,0,4.38,-0.9178,2.2335,11,9,17,12,15,11,15,10,14,2,12,2,1,1,0,0,0,12,0,0,0,0,0,15,17,7,12,4,1,0,0,1,0,0,1,0,0,1,0.236,0.315,0.455,0.770,0.220,0.237
23463,Steve Marero,1B,LAD,29,185,R,R,12,162,586,636,87,29,2,28,68,3,2,111,40,20,5,4,3.63,-0.6312,0.0405,15,15,12,8,17,7,11,14,9,1,10,10,1,1,0,0,13,7,9,0,0,0,0,2,15,11,2,1,1,0,0,1,1,0,1,0,1,0,0.249,0.301,0.449,0.750,0.200,0.262
27961,Buddie Conrad,LF,NYM,27,188,R,R,10,104,193,209,21,10,0,13,29,0,1,64,15,9,0,1,4.18,-0.6747,0.559,13,14,13,11,10,1,2,12,2,12,7,20,1,1,0,0,0,0,0,0,15,0,15,5,15,20,5,1,1,0,1,0,1,0,1,0,1,0,0.228,0.284,0.482,0.766,0.254,0.267
36119,Chris Kroetch,1B,LVS,25,187,L,L,7,33,44,51,2,2,0,2,6,0,1,18,6,0,0,0,4.93,0.096,-0.3466,14,17,15,12,12,7,8,9,2,4,2,2,1,1,0,0,12,0,0,0,0,0,0,4,4,1,10,1,1,0,1,0,1,0,1,0,1,0,0.136,0.240,0.318,0.558,0.182,0.167
39414,M.J. Melendez,C,CLE,36,185,L,R,18,131,452,503,61,13,0,23,51,3,9,226,34,6,5,0,4.56,-1.269,1.1793,10,12,10,11,4,1,2,2,7,1,5,3,13,17,0,17,0,0,0,0,0,0,0,8,9,20,15,6,1,0,1,0,0,1,1,0,0,1,0.215,0.275,0.396,0.671,0.181,0.359
39862,Josh Thomson,C,OAK,25,190,R,R,8,57,134,152,21,13,0,3,13,0,0,28,15,7,3,0,4.49,0.3401,1.1392,10,16,10,12,14,1,4,5,2,1,8,6,12,15,0,15,0,0,0,0,0,0,0,1,9,4,6,1,1,0,1,0,0,1,1,0,1,0,0.276,0.362,0.440,0.802,0.164,0.330
39881,Ricky Hamilton,C,VAN,28,195,L,R,8,142,506,571,83,25,1,32,93,3,0,94,45,13,17,1,4.23,3.3305,5.2884,15,14,13,11,15,8,7,8,2,7,7,7,10,12,0,10,0,0,0,0,0,0,0,7,1,6,5,1,1,0,0,1,1,0,1,0,0,1,0.279,0.356,0.522,0.877,0.243,0.285
42681,Luis Esqueda,SS,PHI,29,186,R,R,13,120,387,447,42,16,1,33,77,5,2,69,52,11,0,2,4.46,1.4202,4.0054,10,10,13,12,16,18,14,20,20,4,7,15,1,1,0,0,0,20,14,18,0,0,0,11,16,3,19,1,0,0,0,1,1,0,1,0,1,0,0.238,0.324,0.540,0.864,0.302,0.203
43150,Gilberto Carrera,3B,BOS,26,188,R,R,11,135,483,532,79,37,0,11,50,5,1,85,40,10,3,1,3.96,-0.6134,1.0769,15,14,12,11,16,10,12,16,9,1,15,12,1,1,0,0,11,0,11,0,0,0,0,8,1,1,8,3,1,0,0,1,1,0,0,1,1,0,0.263,0.320,0.408,0.728,0.145,0.296
28033,Mickey Moniak,LF,CLE,36,188,L,R,18,105,411,465,77,22,3,18,66,2,2,113,46,2,4,0,4.64,1.3058,3.0093,14,13,11,14,11,1,1,1,1,13,16,14,1,1,0,0,0,0,0,0,16,8,1,13,19,17,13,3,1,0,0,1,0,0,0,1,0,1,0.292,0.367,0.491,0.859,0.200,0.362
32121,Camden Legault,1B,PIT,27,189,S,R,10,99,146,166,23,6,0,12,34,6,0,44,11,4,3,1,4.09,1.2332999999999998,1.1533,11,12,14,10,14,11,11,16,7,3,6,11,1,3,0,0,17,0,0,0,0,0,0,3,1,1,5,4,1,0,0,1,1,0,1,0,1,0,0.281,0.331,0.568,0.900,0.288,0.302
31211,Sean Doherty,1B,CAR,23,189,S,R,5,162,644,757,161,20,2,10,44,1,6,100,104,7,2,8,4.65,3.4325,4.204,17,6,6,16,16,7,16,8,4,2,4,4,1,1,0,0,15,0,0,0,0,0,0,20,20,20,19,17,0,1,0,1,0,0,0,1,1,0,0.300,0.398,0.384,0.782,0.084,0.342
38015,Luis Bustamante,2B,CHC,32,185,R,R,16,161,657,688,96,48,1,29,107,7,0,131,18,29,6,0,3.54,-0.5063,2.9438,15,19,14,4,14,12,18,14,16,4,14,11,1,1,0,0,0,16,0,9,0,0,0,6,10,13,6,1,1,0,0,0,1,0,0,0,0,0,0.265,0.288,0.473,0.761,0.209,0.288
39903,Steve Shepherd,1B,DET,25,182,R,R,8,142,525,591,75,34,2,29,84,3,1,132,59,15,3,0,4.38,0.5415,2.7119,14,15,14,13,13,10,11,19,10,5,10,13,1,1,0,0,15,0,0,0,0,0,0,3,6,1,3,1,1,0,0,1,1,0,1,0,1,0,0.267,0.342,0.505,0.847,0.238,0.302
